dataset_id,cell_type,cell_type_ontology_term_id,cell_type_ontology_depth,disease,reference,n_donors_A,n_donors_B,n_cells,cells_per_donor_by_group,median_counts_per_cell_by_group,permutation_count,confound_flags,confound_cramers_v,pooled_flag,residual_df,integer_check,frozen_universe_size,fitType,sigma_donor_estimate,envelope_min_donors_per_group,envelope_max_sigma_supported,envelope_membership,gate_status,gate_failures,dropped_thin_donors,dropped_missing_donor_cells,confound_exclusion_reasons,covariate_candidates,admitted_to_sweep,admission_blockers,census_version,role,dataset_rank,dataset_short,expected_effect,min_donors_per_group,cells_per_donor_bin_A,cells_per_donor_bin_B
6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,microglial cell,CL:0000129,pending,dementia,normal,39,44,40625,"{""A"": {""max"": 1096, ""median"": 516.0, ""min"": 157, ""n_cells"": 20350, ""n_donors"": 39}, ""B"": {""max"": 1237, ""median"": 413.0, ""min"": 126, ""n_cells"": 20275, ""n_donors"": 44}}","{""A"": 4962.0, ""B"": 4734.0}",727646193812764637422200,"[""sequencing_depth_bin:partial_confound_v=0.074"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.074, ""suspension_type"": null, ""tissue_general"": null}",unresolved,81,pending,pending,pending,pending,pending,0.7,pending,candidate,[],{},0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,1,"Gabitto 2024, SEA-AD DLPFC",strong,39,"[300,1000)","[300,1000)"
6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,near-projecting glutamatergic cortical neuron,CL:4023012,pending,dementia,normal,39,44,18154,"{""A"": {""max"": 486, ""median"": 216.0, ""min"": 27, ""n_cells"": 8059, ""n_donors"": 39}, ""B"": {""max"": 459, ""median"": 227.0, ""min"": 72, ""n_cells"": 10095, ""n_donors"": 44}}","{""A"": 23507.0, ""B"": 26101.0}",727646193812764637422200,"[""sequencing_depth_bin:partial_confound_v=0.358"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.358, ""suspension_type"": null, ""tissue_general"": null}",unresolved,81,pending,pending,pending,pending,pending,0.7,pending,candidate,[],{},0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,1,"Gabitto 2024, SEA-AD DLPFC",strong,39,"[100,300)","[100,300)"
6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,oligodendrocyte,CL:0000128,pending,dementia,normal,39,44,136076,"{""A"": {""max"": 5445, ""median"": 1147.0, ""min"": 41, ""n_cells"": 54555, ""n_donors"": 39}, ""B"": {""max"": 5459, ""median"": 1757.5, ""min"": 163, ""n_cells"": 81521, ""n_donors"": 44}}","{""A"": 6040.0, ""B"": 5921.0}",727646193812764637422200,"[""sequencing_depth_bin:partial_confound_v=0.133"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.133, ""suspension_type"": null, ""tissue_general"": null}",unresolved,81,pending,pending,pending,pending,pending,0.7,pending,candidate,[],{},0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,1,"Gabitto 2024, SEA-AD DLPFC",strong,39,"[1000,3000)","[1000,3000)"
6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,oligodendrocyte precursor cell,CL:0002453,pending,dementia,normal,39,44,27670,"{""A"": {""max"": 648, ""median"": 288.0, ""min"": 33, ""n_cells"": 11739, ""n_donors"": 39}, ""B"": {""max"": 932, ""median"": 290.0, ""min"": 107, ""n_cells"": 15931, ""n_donors"": 44}}","{""A"": 9079.0, ""B"": 8347.0}",727646193812764637422200,"[""sequencing_depth_bin:partial_confound_v=0.133"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.133, ""suspension_type"": null, ""tissue_general"": null}",unresolved,81,pending,pending,pending,pending,pending,0.7,pending,candidate,[],{},0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,1,"Gabitto 2024, SEA-AD DLPFC",strong,39,"[100,300)","[100,300)"
6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,pvalb GABAergic cortical interneuron,CL:4023018,pending,dementia,normal,39,44,109618,"{""A"": {""max"": 2965, ""median"": 1276.0, ""min"": 49, ""n_cells"": 49566, ""n_donors"": 39}, ""B"": {""max"": 2644, ""median"": 1284.0, ""min"": 639, ""n_cells"": 60052, ""n_donors"": 44}}","{""A"": 21762.5, ""B"": 22852.0}",727646193812764637422200,"[""sequencing_depth_bin:partial_confound_v=0.209"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.209, ""suspension_type"": null, ""tissue_general"": null}",unresolved,81,pending,pending,pending,pending,pending,0.7,pending,candidate,[],{},0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,1,"Gabitto 2024, SEA-AD DLPFC",strong,39,"[1000,3000)","[1000,3000)"
6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,sncg GABAergic cortical interneuron,CL:4023015,pending,dementia,normal,38,44,23632,"{""A"": {""max"": 674, ""median"": 248.0, ""min"": 16, ""n_cells"": 10263, ""n_donors"": 38}, ""B"": {""max"": 892, ""median"": 292.0, ""min"": 46, ""n_cells"": 13369, ""n_donors"": 44}}","{""A"": 13206.0, ""B"": 13090.0}",341906042875877359752600,"[""sequencing_depth_bin:partial_confound_v=0.118"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.118, ""suspension_type"": null, ""tissue_general"": null}",unresolved,80,pending,pending,pending,pending,pending,0.7,pending,candidate,[],"{""H21.33.020"": 8}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,1,"Gabitto 2024, SEA-AD DLPFC",strong,38,"[100,300)","[100,300)"
6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,sst GABAergic cortical interneuron,CL:4023017,pending,dementia,normal,39,44,73317,"{""A"": {""max"": 1827, ""median"": 740.0, ""min"": 108, ""n_cells"": 30633, ""n_donors"": 39}, ""B"": {""max"": 2867, ""median"": 924.5, ""min"": 269, ""n_cells"": 42684, ""n_donors"": 44}}","{""A"": 12614.0, ""B"": 13945.0}",727646193812764637422200,"[""sequencing_depth_bin:partial_confound_v=0.306"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.306, ""suspension_type"": null, ""tissue_general"": null}",unresolved,81,pending,pending,pending,pending,pending,0.7,pending,candidate,[],{},0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,1,"Gabitto 2024, SEA-AD DLPFC",strong,39,"[300,1000)","[300,1000)"
6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,vascular leptomeningeal cell,CL:4023051,pending,dementia,normal,39,41,4599,"{""A"": {""max"": 121, ""median"": 56.0, ""min"": 13, ""n_cells"": 2324, ""n_donors"": 39}, ""B"": {""max"": 137, ""median"": 47.0, ""min"": 11, ""n_cells"": 2275, ""n_donors"": 41}}","{""A"": 5884.0, ""B"": 5504.0}",104885081691059684352800,"[""sequencing_depth_bin:partial_confound_v=0.098"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.098, ""suspension_type"": null, ""tissue_general"": null}",unresolved,78,pending,pending,pending,pending,pending,0.7,pending,candidate,[],"{""H19.30.001"": 6, ""H20.33.008"": 8, ""H21.33.019"": 6}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,1,"Gabitto 2024, SEA-AD DLPFC",strong,39,"[30,100)","[30,100)"
ac0c6561-7a48-4185-af6f-af799f699172,T cell,CL:0000084,pending,Alzheimer disease,normal,3,3,117,"{""A"": {""max"": 33, ""median"": 29.0, ""min"": 20, ""n_cells"": 82, ""n_donors"": 3}, ""B"": {""max"": 12, ""median"": 12.0, ""min"": 11, ""n_cells"": 35, ""n_donors"": 3}}","{""A"": 1989.5, ""B"": 2077.0}",20,"[""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.0, ""suspension_type"": null, ""tissue_general"": null}",unresolved,4,pending,pending,pending,pending,pending,,pending,candidate,[],"{""R24_P2576"": 3, ""R24_P2593"": 1, ""R24_P2726"": 1, ""R24_P2728"": 6, ""R24_P2733"": 7, ""R24_P2734"": 1}",0,[],[],False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,2,"Rexach 2024 Cell, cross-dementia",strong,3,"[10,30)","[10,30)"
ac0c6561-7a48-4185-af6f-af799f699172,astrocyte,CL:0000127,pending,Alzheimer disease,normal,10,10,32391,"{""A"": {""max"": 3055, ""median"": 1597.5, ""min"": 407, ""n_cells"": 16772, ""n_donors"": 10}, ""B"": {""max"": 2466, ""median"": 1416.5, ""min"": 657, ""n_cells"": 15619, ""n_donors"": 10}}","{""A"": 3492.5, ""B"": 3049.0}",184756,"[""assay:partial_confound_v=0.056"", ""sequencing_depth_bin:partial_confound_v=0.324"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": 0.056, ""sequencing_depth_bin"": 0.324, ""suspension_type"": null, ""tissue_general"": null}",unresolved,18,pending,pending,pending,pending,pending,0.35,pending,candidate,[],{},0,[],"[""assay"", ""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,2,"Rexach 2024 Cell, cross-dementia",strong,10,"[1000,3000)","[1000,3000)"
ac0c6561-7a48-4185-af6f-af799f699172,endothelial cell of vascular tree,CL:0002139,pending,Alzheimer disease,normal,10,10,3017,"{""A"": {""max"": 243, ""median"": 121.5, ""min"": 80, ""n_cells"": 1373, ""n_donors"": 10}, ""B"": {""max"": 296, ""median"": 169.0, ""min"": 47, ""n_cells"": 1644, ""n_donors"": 10}}","{""A"": 1873.0, ""B"": 1543.5}",184756,"[""assay:partial_confound_v=0.056"", ""sequencing_depth_bin:partial_confound_v=0.359"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": 0.056, ""sequencing_depth_bin"": 0.359, ""suspension_type"": null, ""tissue_general"": null}",unresolved,18,pending,pending,pending,pending,pending,0.35,pending,candidate,[],{},0,[],"[""assay"", ""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,2,"Rexach 2024 Cell, cross-dementia",strong,10,"[100,300)","[100,300)"
ac0c6561-7a48-4185-af6f-af799f699172,glutamatergic neuron,CL:0000679,pending,Alzheimer disease,normal,10,10,60846,"{""A"": {""max"": 7732, ""median"": 2725.5, ""min"": 1078, ""n_cells"": 33555, ""n_donors"": 10}, ""B"": {""max"": 5302, ""median"": 2662.0, ""min"": 843, ""n_cells"": 27291, ""n_donors"": 10}}","{""A"": 5309.0, ""B"": 4405.0}",184756,"[""assay:partial_confound_v=0.056"", ""sequencing_depth_bin:partial_confound_v=0.218"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": 0.056, ""sequencing_depth_bin"": 0.218, ""suspension_type"": null, ""tissue_general"": null}",unresolved,18,pending,pending,pending,pending,pending,0.35,pending,candidate,[],{},0,[],"[""assay"", ""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,2,"Rexach 2024 Cell, cross-dementia",strong,10,"[1000,3000)","[1000,3000)"
ac0c6561-7a48-4185-af6f-af799f699172,inhibitory interneuron,CL:0000498,pending,Alzheimer disease,normal,10,10,18662,"{""A"": {""max"": 2218, ""median"": 969.0, ""min"": 444, ""n_cells"": 10601, ""n_donors"": 10}, ""B"": {""max"": 1711, ""median"": 777.5, ""min"": 69, ""n_cells"": 8061, ""n_donors"": 10}}","{""A"": 7618.0, ""B"": 5206.0}",184756,"[""assay:partial_confound_v=0.056"", ""sequencing_depth_bin:partial_confound_v=0.324"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": 0.056, ""sequencing_depth_bin"": 0.324, ""suspension_type"": null, ""tissue_general"": null}",unresolved,18,pending,pending,pending,pending,pending,0.35,pending,candidate,[],{},0,[],"[""assay"", ""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,2,"Rexach 2024 Cell, cross-dementia",strong,10,"[300,1000)","[300,1000)"
ac0c6561-7a48-4185-af6f-af799f699172,microglial cell,CL:0000129,pending,Alzheimer disease,normal,10,9,10817,"{""A"": {""max"": 1051, ""median"": 715.5, ""min"": 387, ""n_cells"": 7213, ""n_donors"": 10}, ""B"": {""max"": 650, ""median"": 448.0, ""min"": 37, ""n_cells"": 3604, ""n_donors"": 9}}","{""A"": 2776.0, ""B"": 2402.5}",92378,"[""assay:partial_confound_v=0.029"", ""sequencing_depth_bin:partial_confound_v=0.317"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": 0.029, ""sequencing_depth_bin"": 0.317, ""suspension_type"": null, ""tissue_general"": null}",unresolved,17,pending,pending,pending,pending,pending,0.35,pending,candidate,[],"{""R24_P2739"": 1}",0,[],"[""assay"", ""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,2,"Rexach 2024 Cell, cross-dementia",strong,9,"[300,1000)","[300,1000)"
ac0c6561-7a48-4185-af6f-af799f699172,oligodendrocyte,CL:0000128,pending,Alzheimer disease,normal,10,10,76181,"{""A"": {""max"": 5724, ""median"": 4058.5, ""min"": 886, ""n_cells"": 41229, ""n_donors"": 10}, ""B"": {""max"": 6354, ""median"": 3351.0, ""min"": 778, ""n_cells"": 34952, ""n_donors"": 10}}","{""A"": 3276.0, ""B"": 3246.5}",184756,"[""assay:partial_confound_v=0.056"", ""sequencing_depth_bin:partial_confound_v=0.12"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": 0.056, ""sequencing_depth_bin"": 0.12, ""suspension_type"": null, ""tissue_general"": null}",unresolved,18,pending,pending,pending,pending,pending,0.35,pending,candidate,[],{},0,[],"[""assay"", ""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,2,"Rexach 2024 Cell, cross-dementia",strong,10,"[3000,inf)","[3000,inf)"
ac0c6561-7a48-4185-af6f-af799f699172,oligodendrocyte precursor cell,CL:0002453,pending,Alzheimer disease,normal,10,10,14054,"{""A"": {""max"": 912, ""median"": 714.5, ""min"": 447, ""n_cells"": 6943, ""n_donors"": 10}, ""B"": {""max"": 955, ""median"": 799.5, ""min"": 275, ""n_cells"": 7111, ""n_donors"": 10}}","{""A"": 3549.0, ""B"": 3161.0}",184756,"[""assay:partial_confound_v=0.056"", ""sequencing_depth_bin:partial_confound_v=0.324"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": 0.056, ""sequencing_depth_bin"": 0.324, ""suspension_type"": null, ""tissue_general"": null}",unresolved,18,pending,pending,pending,pending,pending,0.35,pending,candidate,[],{},0,[],"[""assay"", ""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,2,"Rexach 2024 Cell, cross-dementia",strong,10,"[300,1000)","[300,1000)"
